sheet,year,month,raw_description,raw_total,total_numeric,detected_type,skip_reason
dec 16,2016,12,,,,,no_numeric_total
dec 16,2016,12,,,,,no_numeric_total
dec 16,2016,12,HIPACK,,,,no_numeric_total
dec 16,2016,12,HIPACK,,,,no_numeric_total
dec 16,2016,12,HIPACK,,,,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,ELITE-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,ELITE-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,ELITE-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,ELITE-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,ELITE-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,MPACT,,,,no_numeric_total
dec 16,2016,12,MPACT,,,,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
dec 16,2016,12,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
dec 16,2016,12,IK-TEST  LE,,,TESTLINER,no_numeric_total
dec 16,2016,12,IK-TEST  LE,,,TESTLINER,no_numeric_total
dec 16,2016,12,IK-TEST  LE,,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,SAPPI Tugela,,,LINER,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,Lee&Man White,,,WHITE TOP,no_numeric_total
dec 16,2016,12,Lee&Man White,,,WHITE TOP,no_numeric_total
dec 16,2016,12,Lee&Man White,,,WHITE TOP,no_numeric_total
dec 16,2016,12,MPACK,,,,no_numeric_total
dec 16,2016,12,MPACK,,,,no_numeric_total
dec 16,2016,12,MPACK,,,,no_numeric_total
dec 16,2016,12,MPACK,,,,no_numeric_total
dec 16,2016,12,Visy,,,,no_numeric_total
dec 16,2016,12,Visy,,,,no_numeric_total
dec 16,2016,12,Visy,,,,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,Rahul,,,,no_numeric_total
dec 16,2016,12,Lee&Man White,,,WHITE TOP,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,SCF,,,,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,Lee&Man White,,,WHITE TOP,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,IK-WHITE,,,WHITE TOP,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,HYFL (sappi),,,FLUTE,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,HYFL (sappi),,,FLUTE,no_numeric_total
dec 16,2016,12,SIAM-FLUTE,,,FLUTE,no_numeric_total
dec 16,2016,12,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
dec 16,2016,12,SAPPI,,,LINER,no_numeric_total
dec 16,2016,12,KP,,,LINER,no_numeric_total
dec 16,2016,12,HYFL (sappi),,,FLUTE,no_numeric_total
dec 16,2016,12,,,,,no_numeric_total
dec 16,2016,12,,,,,no_numeric_total
dec 16,2016,12,,,,,no_numeric_total
jan 17,2017,1,,,,,no_numeric_total
jan 17,2017,1,,,,,no_numeric_total
jan 17,2017,1,HIPACK,,,,no_numeric_total
jan 17,2017,1,HIPACK,,,,no_numeric_total
jan 17,2017,1,HIPACK,,,,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,ELITE-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,ELITE-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,ELITE-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,ELITE-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,ELITE-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,MPACT,,,,no_numeric_total
jan 17,2017,1,MPACT,,,,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
jan 17,2017,1,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
jan 17,2017,1,IK-TEST  LE,,,TESTLINER,no_numeric_total
jan 17,2017,1,IK-TEST  LE,,,TESTLINER,no_numeric_total
jan 17,2017,1,IK-TEST  LE,,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,SAPPI Tugela,,,LINER,no_numeric_total
jan 17,2017,1,KS-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,KS-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,KS-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,Lee&Man White,,,WHITE TOP,no_numeric_total
jan 17,2017,1,Lee&Man White,,,WHITE TOP,no_numeric_total
jan 17,2017,1,Lee&Man White,,,WHITE TOP,no_numeric_total
jan 17,2017,1,MPACK,,,,no_numeric_total
jan 17,2017,1,MPACK,,,,no_numeric_total
jan 17,2017,1,MPACK,,,,no_numeric_total
jan 17,2017,1,MPACK,,,,no_numeric_total
jan 17,2017,1,Visy,,,,no_numeric_total
jan 17,2017,1,Visy,,,,no_numeric_total
jan 17,2017,1,Visy,,,,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,Rahul,,,,no_numeric_total
jan 17,2017,1,Lee&Man White,,,WHITE TOP,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,IK-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,SCF,,,,no_numeric_total
jan 17,2017,1,IK-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,Lee&Man White,,,WHITE TOP,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,IK-WHITE,,,WHITE TOP,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,HYFL (sappi),,,FLUTE,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,HYFL (sappi),,,FLUTE,no_numeric_total
jan 17,2017,1,SIAM-FLUTE,,,FLUTE,no_numeric_total
jan 17,2017,1,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
jan 17,2017,1,SAPPI,,,LINER,no_numeric_total
jan 17,2017,1,KP,,,LINER,no_numeric_total
jan 17,2017,1,HYFL (sappi),,,FLUTE,no_numeric_total
jan 17,2017,1,,,,,no_numeric_total
jan 17,2017,1,,,,,no_numeric_total
jan 17,2017,1,,,,,no_numeric_total
feb 17,2017,2,,,,,no_numeric_total
feb 17,2017,2,,,,,no_numeric_total
feb 17,2017,2,HIPACK,,,,no_numeric_total
feb 17,2017,2,HIPACK,,,,no_numeric_total
feb 17,2017,2,HIPACK,,,,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,ELITE-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,ELITE-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,ELITE-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,ELITE-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,ELITE-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,MPACT,,,,no_numeric_total
feb 17,2017,2,MPACT,,,,no_numeric_total
feb 17,2017,2,MPACT,,,,no_numeric_total
feb 17,2017,2,MPACT,,,,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
feb 17,2017,2,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
feb 17,2017,2,IK-TEST  LE,,,TESTLINER,no_numeric_total
feb 17,2017,2,IK-TEST  LE,,,TESTLINER,no_numeric_total
feb 17,2017,2,IK-TEST  LE,,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,SAPPI Tugela,,,LINER,no_numeric_total
feb 17,2017,2,KS-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,KS-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,KS-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,Lee&Man White,,,WHITE TOP,no_numeric_total
feb 17,2017,2,Lee&Man White,,,WHITE TOP,no_numeric_total
feb 17,2017,2,Lee&Man White,,,WHITE TOP,no_numeric_total
feb 17,2017,2,MPACK,,,,no_numeric_total
feb 17,2017,2,MPACK,,,,no_numeric_total
feb 17,2017,2,MPACK,,,,no_numeric_total
feb 17,2017,2,MPACK,,,,no_numeric_total
feb 17,2017,2,Visy,,,,no_numeric_total
feb 17,2017,2,Visy,,,,no_numeric_total
feb 17,2017,2,Visy,,,,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,Rahul,,,,no_numeric_total
feb 17,2017,2,Lee&Man White,,,WHITE TOP,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,IK-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,SCF,,,,no_numeric_total
feb 17,2017,2,IK-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,Lee&Man White,,,WHITE TOP,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,IK-WHITE,,,WHITE TOP,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,HYFL (sappi),,,FLUTE,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,HYFL (sappi),,,FLUTE,no_numeric_total
feb 17,2017,2,SIAM-FLUTE,,,FLUTE,no_numeric_total
feb 17,2017,2,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
feb 17,2017,2,SAPPI,,,LINER,no_numeric_total
feb 17,2017,2,KP,,,LINER,no_numeric_total
feb 17,2017,2,HYFL (sappi),,,FLUTE,no_numeric_total
feb 17,2017,2,,,,,no_numeric_total
feb 17,2017,2,,,,,no_numeric_total
feb 17,2017,2,,,,,no_numeric_total
mar 17,2017,3,,,,,no_numeric_total
mar 17,2017,3,,,,,no_numeric_total
mar 17,2017,3,HIPACK,,,,no_numeric_total
mar 17,2017,3,HIPACK,,,,no_numeric_total
mar 17,2017,3,HIPACK,,,,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,ELITE-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,ELITE-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,ELITE-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,ELITE-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,ELITE-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,MPACT,,,,no_numeric_total
mar 17,2017,3,MPACT,,,,no_numeric_total
mar 17,2017,3,MPACT,,,,no_numeric_total
mar 17,2017,3,MPACT,,,,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
mar 17,2017,3,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
mar 17,2017,3,IK-TEST  LE,,,TESTLINER,no_numeric_total
mar 17,2017,3,IK-TEST  LE,,,TESTLINER,no_numeric_total
mar 17,2017,3,IK-TEST  LE,,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,SAPPI Tugela,,,LINER,no_numeric_total
mar 17,2017,3,KS-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,KS-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,KS-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,KS-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,Lee&Man White,,,WHITE TOP,no_numeric_total
mar 17,2017,3,Lee&Man White,,,WHITE TOP,no_numeric_total
mar 17,2017,3,Lee&Man White,,,WHITE TOP,no_numeric_total
mar 17,2017,3,MPACK,,,,no_numeric_total
mar 17,2017,3,MPACK,,,,no_numeric_total
mar 17,2017,3,MPACK,,,,no_numeric_total
mar 17,2017,3,MPACK,,,,no_numeric_total
mar 17,2017,3,Visy,,,,no_numeric_total
mar 17,2017,3,Visy,,,,no_numeric_total
mar 17,2017,3,Visy,,,,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,Rahul,,,,no_numeric_total
mar 17,2017,3,Lee&Man White,,,WHITE TOP,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,IK-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,SCF,,,,no_numeric_total
mar 17,2017,3,IK-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,Lee&Man White,,,WHITE TOP,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,IK-WHITE,,,WHITE TOP,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,HYFL (sappi),,,FLUTE,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,HYFL (sappi),,,FLUTE,no_numeric_total
mar 17,2017,3,SIAM-FLUTE,,,FLUTE,no_numeric_total
mar 17,2017,3,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
mar 17,2017,3,SAPPI,,,LINER,no_numeric_total
mar 17,2017,3,KP,,,LINER,no_numeric_total
mar 17,2017,3,HYFL (sappi),,,FLUTE,no_numeric_total
mar 17,2017,3,,,,,no_numeric_total
mar 17,2017,3,,,,,no_numeric_total
mar 17,2017,3,,,,,no_numeric_total
apr 17,2017,4,,,,,no_numeric_total
apr 17,2017,4,,,,,no_numeric_total
apr 17,2017,4,HIPACK,,,,no_numeric_total
apr 17,2017,4,HIPACK,,,,no_numeric_total
apr 17,2017,4,HIPACK,,,,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,ELITE-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,ELITE-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,ELITE-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,ELITE-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,ELITE-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,MPACT,,,,no_numeric_total
apr 17,2017,4,MPACT,,,,no_numeric_total
apr 17,2017,4,MPACT,,,,no_numeric_total
apr 17,2017,4,MPACT,,,,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-FLUTE,,,FLUTE,no_numeric_total
apr 17,2017,4,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
apr 17,2017,4,SIAM-SUPER FLUTE,,,SUPER FLUTE,no_numeric_total
apr 17,2017,4,IK-TEST  LE,,,TESTLINER,no_numeric_total
apr 17,2017,4,IK-TEST  LE,,,TESTLINER,no_numeric_total
apr 17,2017,4,IK-TEST  LE,,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAIM-TEST(KT),,,TESTLINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI,,,LINER,no_numeric_total
apr 17,2017,4,SAPPI Tugela,,,LINER,no_numeric_total
apr 17,2017,4,KS-WHITE,,,WHITE TOP,no_numeric_total
apr 17,2017,4,KS-WHITE,,,WHITE TOP,no_numeric_total
apr 17,2017,4,KS-WHITE,,,WHITE TOP,no_numeric_total
apr 17,2017,4,KS-WHITE,,,WHITE TOP,no_numeric_total
apr 17,2017,4,Lee&Man White,,,WHITE TOP,no_numeric_total
apr 17,2017,4,Lee&Man White,,,WHITE TOP,no_numeric_total
apr 17,2017,4,Lee&Man White,,,WHITE TOP,no_numeric_total
apr 17,2017,4,MPACK,,,,no_numeric_total
apr 17,2017,4,MPACK,,,,no_numeric_total
apr 17,2017,4,MPACK,,,,no_numeric_total
apr 17,2017,4,MPACK,,,,no_numeric_total
apr 17,2017,4,Visy,,,,no_numeric_total
apr 17,2017,4,Visy,,,,no_numeric_total
apr 17,2017,4,Visy,,,,no_numeric_total
apr 17,2017,4,KP,,,LINER,no_numeric_total
apr 17,2017,4,KP,,,LINER,no_numeric_total
apr 17,2017,4,KP,,,LINER,no_numeric_total
apr 17,2017,4,KP,,,LINER,no_numeric_total
